Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Jean-Georges,"1 Central Park West, New York, 10023, USA","New York, USA",$$$$,"Contemporary, French Contemporary",-73.98155,40.76907,12122993900,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jean-georges,https://www.jean-georgesrestaurant.com/,2 Stars,0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","The longevity of Chef Jean-Georges Vongerichten’s flagship is due to many factors—a sumptuous setting, a discreet aura and superior French cuisine. Dishes showcase everything from attention to detail and impeccable products to thoughtful garnishes and nuanced flavors. The omnivore menu is appealingly versatile thanks to contemporary accents and classic techniques. A supple day-boat scallop over crispy ""sushi"" rice a light opener, while roasted cauliflower tea is delicate, warm and frothy with a pop of citrus from Santa Teresa lemons. Smoked potato pierogi has an earthy flavor, and a generous dollop of caviar ups the luxe quotient. From sea bass to venison loin, main dishes are satisfying, but the desserts are dazzling works of art and are an elegant conclusion to a sophisticated meal."
Atera,"77 Worth St., New York, 10013, USA","New York, USA",$$$$,Contemporary,-74.0055912,40.7168498,12122261444,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atera,http://ateranyc.com/,2 Stars,0,"Air conditioning,Counter dining,Interesting wine list","Counter dining can sometimes be a cramped affair, but fortunately, this one is spacious enough to leave plenty of elbow room, allowing guests to enjoy the immersive experience in comfort. The kitchen, led by Danish chef Ronny Emborg, runs with a quiet tranquility that forms a sharp contrast to the boisterous playlist, which helps keep the room from feeling stuffy. The menu comprises numerous beguiling courses with global accents, featuring subtle flavors and deftly weaving together both delicacy and richness. A dish of minute, briny shigoku oysters strikes an intriguing balance between vegetal and fruit notes when matched with kiwi and cucumber, while a perfectly cooked morsel of halibut is bolstered with an impeccable buttery shrimp bisque."
Aska,"47 S. 5th St., New York, 11249, USA","New York, USA",$$$$,"Scandinavian, Contemporary",-73.9667551,40.7123772,19293376792,https://guide.michelin.com/en/new-york-state/new-york/restaurant/aska,https://askanyc.com/,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","Eating here is serious business, but happily the place isn’t blighted by a monastic atmosphere—a contented buzz fills the room, helped along by the chefs who deliver the dishes themselves.Chef Fredrik Berselius and his ace team delight diners with their highly accomplished Nordic cuisine. Local products are woven into the seasonal tasting, and items like prawn shells and venison bones are transformed into luscious sauces that enhance each plating. Creme royale with claw of lobster, trout roe and essence of elderflower is a dish to dream about, while venison from New York is perfectly minimalist with morel mushroom, wild leek and a delicate jus."
Aquavit,"65 E. 55th St., New York, 10022, USA","New York, USA",$$$$,"Scandinavian, Contemporary",-73.97214,40.76078,12123077311,https://guide.michelin.com/en/new-york-state/new-york/restaurant/aquavit,https://www.aquavit.org/,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","No detail goes unnoticed at this contemporary Swedish beauty, sporting a sleek bar and open kitchen with Chef Emma Bengtsson at the helm. Enjoy the eponymous infused spirit along with bites from one of two dinner tasting menus. Expect glazed earthenware, slate platters and wooden boxes cradling the likes of a medallion of North Sea cod, torched ever so slightly, and accompanied by a light-textured mussel foam and petite wedges of roasted red endive. Lean and tender duck breast sided by a petite block of compressed leg meat is dressed tableside with a beet sauce enriched with duck jus. The meal may end with a composition of green apple and fennel featuring rye cake, apple ice, bitter caramel and whipped, smoked crème fraîche."
Jungsik,"2 Harrison St., New York, 10013, USA","New York, USA",$$$$,"Korean, Contemporary",-74.00911,40.718685,12122190900,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jungsik,https://www.jungsik.com/,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","Jungsik's ""New Korean"" cuisine leans westwards. Indeed, some of this kitchen's wonderful sauces wouldn’t be out of place at a grand French table, but what is most impressive here is that the Korean elements of the dishes seem to raise them to another level. Bibimbap composed with gochujang, crispy quinoa and tender Wagyu beef tartare will live long in the memory; while the branzino served simply with white kimchi shows that this is also a kitchen with the utmost confidence in the quality of its ingredients.This is cooking that is original, impeccably executed and enormously satisfying. It’s the sort of food that makes you involuntarily nod to yourself while you’re eating. The space is cool, crisp and elegant; the service team sharp, keen and organized."
Oriole,"661 W. Walnut St., Chicago, 60661, USA","Chicago, USA",$$$$,"Contemporary, American Contemporary",-87.6453022,41.8862095,13128775339,https://guide.michelin.com/en/illinois/chicago/restaurant/oriole,https://www.oriolechicago.com/,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","Oriole is as graceful and luxurious as ever, with a bespoke elegance evidenced by imposing ceilings and an impressive bar. The beautifully appointed kitchen is in full view.Chef Noah Sandoval and team are deeply committed to and passionate about their unbridled creations. Your meal may start with an aperitif and bites, like raw hiramasa in apple broth. New Zealand langoustine is elevated to luscious heights thanks to tapioca, melon, and a warm coconut broth; while sablefish nestled into koshihikari rice is enhanced tableside with amazake."
Moody Tongue,"2515 S. Wabash Ave., Chicago, 60616, USA","Chicago, USA",$$$$,"Contemporary, American Contemporary",-87.6252282,41.8469648,13126005111,https://guide.michelin.com/en/illinois/chicago/restaurant/moody-tongue,https://www.moodytongue.com/,2 Stars,0,"Air conditioning,Wheelchair access","Chef James Bingham and Brewmaster, Jared Rouben, have envisioned a unique showcase, whereby a creative menu bearing a panoply of inspiration and influence is brilliantly matched with a virtuosic array of house-crafted brews. Discreetly perched atop the working brewery, this is a contemporary if at times austere dining room. Unsurprisingly, the word ""moody"" befits the intimate yet masculine vibe.Beverages are an equal partner to the food and the beer pairing is a must to fully engage in the experience. Indulge in such creations as black cod with makhani curry paired with an orange blossom Belgian blonde ale or lamb borek paired with a cassis lambic. Even dessert gets its brew, such as the devil's food and strawberry mousse cake accompanied by bourbon-barrel aged chocolate stout."
Ever,"1340 W. Fulton St., Chicago, 60607, USA","Chicago, USA",$$$$,"Creative, Modern Cuisine",-87.6604258,41.8868389,,https://guide.michelin.com/en/illinois/chicago/restaurant/ever,https://www.ever-restaurant.com/,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","Chef Curtis Duffy's Ever is a stylish, graciously run destination, set off the beaten path in Fulton Market. The mood is peaceful, and the space is kitted out with spaciously arranged tables, velvet-smooth leather seats, and plush carpeting. The meal is a visual thrill with inventive presentations that entice at every turn. The cuisine is marked by refinement and may reveal a seasonal highlight of chilled English pea puree poured into a bowl dressed with puffed grains and black garlic; Alaskan halibut arranged with a gently spiced coconut cream and orange squash pavé; or seared Hokkaido scallop sauced with mustard seed vinaigrette and vegetable demi-glace. Bread service is a stunning enhancement to the experience, as is the wine service and optional spirit-free drinks pairing."
Delta,"364 Syggrou Avenue, Athens, 17674, Greece","Athens, Greece",€€€€,"Creative, Greek",23.6920295,37.9388218,3.06987E+11,https://guide.michelin.com/en/attica/athens/restaurant/delta,http://www.deltarestaurant.gr,2 Stars,1,"Air conditioning,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Delta is located inside the Stavros Niarchos Foundation Cultural Centre (SNFCC), an avant-garde complex that also houses the National Library of Greece and the Greek National Opera. This restaurant, on the fifth floor of the building (accessed by a panoramic lift), came as a pleasant surprise thanks to the design of its dining spaces as well as other details such as the exclusively designed bronze bar, the dreamlike trees suspended from the ceiling, and the impressive sea views. Here, chefs George Papazacharias and Thanos Feskos, both of whom have been trained in some of Europe’s best restaurants, showcase their creative cuisine, which places sustainability at the heart of everything, hence the continual focus on the provenance of ingredients (from their own kitchen garden, locally sourced, responsible fishing etc). The striking cuisine here is focused on a single 12-course tasting menu (vegetarian and vegan options are also available but need to be requested in advance)."
Jingji,"2F, The Ritz-Carlton Hotel, 83A Jianguo Road, Chaoyang, Beijing, China Mainland","Beijing, China Mainland",¥¥¥¥,Beijing Cuisine,116.4856,39.910623,8.6106E+11,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jingji,,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access","Jingji is a portmanteau of ‘Beijing’ and ‘Yueji’, the official flower of the city. It specialises in royal cuisine that not only pays homage to the nation’s culinary traditions, but also captures the essence of regional recipes. The seasonally driven menu focuses mainly on seafood and vegetables – pre-order your favourite seafood. The must-try crabmeat and crab roe on crispy fish maw impresses by deep umami and contrasting textures."
Shanghai Cuisine,"South side of Pacific Century Place, 2A Gongrentiyuchang North Road, Chaoyang, Beijing, China Mainland","Beijing, China Mainland",¥¥¥,Shanghainese,116.453254,39.930881,8.61065E+11,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/shanghai-cuisine,,2 Stars,0,"Air conditioning,Car park","This cosy, understated dining room is adorned in neutral greys with teal green accents. The Shanghainese head chef and the mostly Shanghainese kitchen team reinterpret the classics with modern twists. Check out the chef’s recommendations that feature rare seasonal ingredients. Deep-fried pork thigh with garlic and red fermented tofu boasts a crispy crust and irresistible aromas. Attentive, but unfawning service makes for a total experience."
The Restaurant,"Kurhausstrasse 65, Zurich, 8000, Switzerland","Zurich, Switzerland",€€€€,"Creative, Modern Cuisine",8.5731534,47.3726725,41444566000,https://guide.michelin.com/en/zurich-region/zurich/restaurant/the-restaurant196194,https://www.thedoldergrand.com/,2 Stars,0,"Air conditioning,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","The Dolder Grand luxury hotel (a former ""Kurhaus"" or health resort, built in 1899) boasts a truly fantastic location above Zurich – even the driveway to the garage is impressive! If possible, book a window seat in the hotel's chic fine dining restaurant so you can savour the magnificent view of the city while you eat. The huge glass wine cabinet also draws the eye. Chef Heiko Nieder's elaborate and detail-oriented cooking is modern and creative but equally classical. This Schleswig-Holstein native always puts the (top-notch) produce centre stage and cooks up fantastically harmonious compositions. His vegetarian alternatives are no less impressive. Tip: the five-course ""amuse-bouche menu"", served at lunchtime, allows you to sample a good cross-section of the food."
7132 Silver,"Poststrasse 560, Vals, 7132, Switzerland","Vals, Switzerland",€€€€,"Creative, Innovative",9.181299,46.6226102,41587132000,https://guide.michelin.com/en/graubunden/vals/restaurant/7132-silver,https://7132.com/en/7132-diverse-dining-vals/,2 Stars,0,"Car park,Interesting wine list,Terrace","At this stylishly urban restaurant (housed in 7132 Hotel, a heritage building that is a magnet for design and architecture fans), Dutchman Marcel Koolen has taken charge of the kitchen. With the support of his international team and executive chef Matthias Schmidberger, he proposes highly creative cuisine with a strong vegetable component. For example, when he combines artichoke pieces cooked in salt dough with artichoke and potato crisps and pickled Vals vegetables and arranges them on a tomato, pepper and basil cream, the result is packed with incredible flavours. The chef is also a dab hand at preparing meat, fish and shellfish. The surprise menu, also available in a fully vegetarian form, can be accompanied by wine pairings or home-made alcohol-free pairings. As for the service, the team led by Franziska Wölfle is professional, charming and always on hand. The chefs, too, join in with serving and talk you through the dishes. The aperitif is taken in the kitchen, complete with a sneak peek behind the scenes."
roots,"Mühlhauserstrasse 17, Basel, 4056, Switzerland","Basel, Switzerland",€€€€,"Modern Cuisine, Seasonal Cuisine",7.5830618,47.5697547,41613221056,https://guide.michelin.com/en/basel-stadt/basel/restaurant/roots568552,https://roots-basel.ch/,2 Stars,0,"Car park,Restaurant offering vegetarian menus,Terrace","It might come as a surprise to find such an outstanding fine dining restaurant in an event venue. The location of the Rhypark congress centre next to the Dreirosenbrücke, by the Rhine, is superb, the interior is chic and modern, and the terrace is wonderful. Then there is the creative cuisine of Pascal Steffen and his team, who serve a surprise menu comprising six, seven, nine or 10 courses, showcasing excellent produce, predominantly from the region – scan the barcode to reveal the ingredients. The food is primarily plant-based (eg the exceptional signature dish ""roots garten""), but fish and meat also feature. The chefs take an appealingly pared-down approach, which in no way detracts from the depth of flavour and sophistication of their dishes! Harmonious pairings of fine wines or alcohol-free beverages are available by the glass. Delightfully attentive service courtesy of an adept front-of-house team."
Mammertsberg,"Bahnhofstrasse 28, Freidorf, 9306, Switzerland","Freidorf, Switzerland",€€€€,"Creative, Modern Cuisine",9.3920453,47.4860199,41714552828,https://guide.michelin.com/en/thurgau/freidorf/restaurant/mammertsberg-1200885,https://www.mammertsberg.ch/,2 Stars,0,"Car park,Great view,Interesting wine list,Terrace,Wheelchair access","The exclusive boutique hotel is only one side of this beautiful old establishment with a fabulous view that reaches all the way to Lake Constance. Another is the restaurant run by the duo of MICHELIN-starred chefs, Andreas Caminada and Silvio Germann: here, the latter, as head chef, uses the best ingredients to cook up creative dishes – elaborate but not fussy, reduced yet with real depth of flavour. The whole service team is truly outstanding! The decor is an elegant blend of traditional and modern, and the terrace is wonderful."
IGNIV Zürich by Andreas Caminada,"Marktgasse 17, Zurich, 8001, Switzerland","Zurich, Switzerland",€€€€,"Sharing, Modern Cuisine",8.5437311,47.3719489,41442661010,https://guide.michelin.com/en/zurich-region/zurich/restaurant/igniv-zurich-by-andreas-caminada,https://www.marktgassehotel.ch/,2 Stars,0,"Air conditioning,Interesting wine list","Andreas Caminada is the man behind this fabulous venture in the Marktgasse Hotel. In a high-ceilinged space with small glass-topped tables and striking blue curtains, diners are served a set menu designed for sharing. A superb selection of wines is available. Then there is the first-class service provided by the charming and accomplished front-of-house team. Our tip: Try an espresso from the house roastery in Fürstenau."
Widder Restaurant,"Rennweg 7, Zurich, 8001, Switzerland","Zurich, Switzerland",€€€€,"Modern French, Contemporary",8.5398173,47.3722176,41442242412,https://guide.michelin.com/en/zurich-region/zurich/restaurant/widder-restaurant,https://www.widderhotel.com/en/home,2 Stars,0,"Air conditioning,Restaurant offering vegetarian menus","In the chic fine dining restaurant of the luxurious Widder boutique hotel, chef Stefan Heilemann and his team skilfully bridge the gap between classic and modern cuisine, drawing on international influences. In their dishes, thoughtful preparation and precise technique meet elegance and well-balanced flavours. The chef's penchant for acidity shines through, for example, in his sherry vinegar escabeche sauce, which accompanies the perfectly cooked, slightly translucent red mullet fillet. Or take his rhubarb concoction, in which the tartness perfectly counters the sweetness of nut butter ice cream, the refreshing tang of yoghurt and the nuttiness of macadamia. Home-grown produce is also used. There are two tasting menus, one of which is vegetarian, each comprising four to six courses. You can also choose from the chef's classics on the ""Supplements"" menu. The highly adept waitstaff impress with their pleasingly relaxed approach. Tip: Book the Chef's Table! Widder Bar is one floor below."
La Brezza,"Tschuggentorweg 1, Arosa, 7050, Switzerland","Arosa, Switzerland",€€€€,"Modern Cuisine, Creative",9.6690121,46.7775083,41813789999,https://guide.michelin.com/en/graubunden/arosa/restaurant/la-brezza-1191835,https://tschuggen.ch/de/restaurants/la-brezza,2 Stars,0,"Car park,Wheelchair access","This elegant place dedicated to modern cuisine is part of the impressive Tschuggen Grand Hotel, which is perched at 1 800m above sea level. Marco Campanella and his team bowl diners over with considered, subtle combinations and bold flavours. The young chef's dishes are sophisticated but never ostentatious; rather, they are light and accessible. Take, for example, the meticulously crafted and pleasingly al dente ravioli filled with an intensely flavoured venison farce that has a surprising, pleasantly spicy aftertaste. This is accompanied by a venison sauce with cranberries and Valle Maggia pepper – its wonderful interplay of sweetness and acidity beautifully complements the taste of game. Of the two set menus, dubbed ""Inspiration"" and ""Moving Mountains"", the latter is completely plant-based and reflects the latest research in the field of nutrition. The service is always friendly and professional; excellent wine list. During the summer season, Marco Campanella also cooks at the restaurant of the same name in Ascona."
focus ATELIER,"Seestrasse 18, Vitznau, 6354, Switzerland","Vitznau, Switzerland",€€€€,"Creative, International",8.4775489,47.0151885,41413996060,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/focus,http://www.parkhotel-vitznau.ch,2 Stars,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access","The prestigious nature of the Park Hotel Vitznau extends to its restaurant. Led by head chef Patrick Mahler, the kitchen crew cooks up a thrillingly creative set menu that showcases the well-thought-out, detailed preparation and strong sense of finesse. There is no room for cheap showmanship, each dish concentrating instead on excellent ingredients. The wine list verges on overwhelming with its choice of around 35 000 bottles, including first-rate labels in numerous vintages. The service is also excellent: courteous and professional from start to finish, but by no means stiff. The restaurant itself has a chic, upscale design and transparent, light-filled architecture; for the entirely glass-paned pavilion, the name ""Atelier"" (or workshop) is spot on. On account of its picture-postcard location on Lake Lucerne, complete with panoramic view, the terrace is naturally tempting! Tip: Verlinde Bar."
Taverne zum Schäfli,"Oberdorfstrasse 8, Wigoltingen, 8556, Switzerland","Wigoltingen, Switzerland",€€€€,"Farm to table, Creative",9.0325819,47.5957416,41527631172,https://guide.michelin.com/en/thurgau/wigoltingen/restaurant/taverne-zum-schafli,https://schaefli-wigoltingen.ch/,2 Stars,0,"Car park,Interesting wine list,Terrace","Even the gorgeous exterior of the 300-year-old Riegelhaus does not prepare you for the level of sophistication of the cuisine that awaits you here. Chef-patron Christian Kuchler is a master of the classics, as is borne out by his dishes, which are prepared from excellent ingredients that focus on taste rather than gimmickry – and that includes the excellent sauces! In addition, there is a wine list that leaves hardly anything to be desired: wonderful German Rieslings, great regional wines, red wines from France and Italy with an impressive range of vintages... It is delightful to sit in the tasteful and cosy dining rooms or out on the charming terrace. First-class service rounds off the experience perfectly. And should you wish to stay overnight, they have some lovely guestrooms."
Ecco St. Moritz,"Via Maistra 3, Saint Moritz, 7512, Switzerland","Saint Moritz, Switzerland",€€€€,"Creative, Modern Cuisine",9.8109132,46.4776485,41818366300,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/ecco-st-moritz,https://giardinohotels.ch/,2 Stars,0,Car park,"Ascona in summer, St Moritz in winter? This is how top chef Rolf Fliegauf and his team do it, changing locations according to the seasons. In the warm season they cook at Ecco on Lake Maggiore and as the snow settles on the ground they migrate to the Engadine valley, to the fine dining restaurant of the Giardino Mountain hotel. You can sense the energy and expertise of this Swabian-born chef – this is cuisine you can rely on! He wins over diners with the light and playful touch he brings to his modern dishes. Throughout the four to seven courses of the set menu, the focus is on the top-notch ingredients. Your highly committed and charming host, Jenifer Fliegauf, is the driving force behind the extremely friendly front-of-house team, ensuring her guests receive attentive and unflappable service."
Ecco,"via del Segnale 10, Ascona, 6612, Switzerland","Ascona, Switzerland",€€€€,"Creative, Seasonal Cuisine",8.7904459,46.1502453,41917858888,https://guide.michelin.com/en/ticino/ascona/restaurant/ecco,https://giardinohotels.ch/ascona/restaurants/restaurant-ecco-ascona/,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","Situated in the Giardino hotel, the first dining room at this restaurant boasts an open-view kitchen and a wall adorned with more than eleven thousand rose petals, so beautiful that they seem real. From here, you pass into a second dining space comprising a veranda overlooking a splendid garden with a small lake, which transforms into a unique outdoor dining venue in summer. Wherever you choose to eat, the setting is idyllic! Chef Rolf Fliegauf’s cuisine focuses on modern dishes with classic roots, including iconic, unmissable and utterly delicious dishes such as the “Rickenbacher” veal cutlet with praline, parsley and fregola sarda. The tasting menu offers a choice of four or seven courses, while the wine list features a number of refined labels to satisfy the most discerning of wine-lovers. The excellent service is overseen by Rolf’s delightful wife Jenifer."
Stucki - Tanja Grandits,"Bruderholzallee 42, Basel, 4059, Switzerland","Basel, Switzerland",€€€€,"Creative, Modern Cuisine",7.5869107,47.5336861,41613618222,https://guide.michelin.com/en/basel-stadt/basel/restaurant/stucki-tanja-grandits,https://www.tanjagrandits.ch/,2 Stars,0,"Interesting wine list,Terrace","The name ""Stucki"" is a tribute to Tanja Grandits's legendary predecessor, Hans Stucki. A chic ambience prevails in this historical villa; the stylish, relaxed and professional service comes courtesy of an experienced and ever-present front-of-house team that is headed up by Grégory Rohmer. As for the food, you will be able to experience Tanja Grandits's inimitable culinary style, characterised by her penchant for subtly incorporating flowers, leaves and colours. She conjures up fresh and elegant dishes that are bursting with skilfully combined flavours. Diners never feel overwhelmed – her creations never tip into overkill. Nine-course evening set menu (vegetarian possible); at lunchtime a shorter menu is also available. In summer, the garden terrace is a true oasis! Tip: the small shop sells tea, spices, condiments etc."
Magdalena,"Rickenbachstrasse 127, Schwyz, 6432, Switzerland","Schwyz, Switzerland",€€€€,"Modern Cuisine, Seasonal Cuisine",8.6659803,47.0169188,41418100606,https://guide.michelin.com/en/schwyz/schwyz/restaurant/magdalena,https://www.restaurant-magdalena.ch/,2 Stars,1,"Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus","The motto here is ""raw, rough, regional."" Chef Dominik Hartmann (whose CV includes a stint with Andreas Caminada) and his team win diners over with modern, seasonal cuisine that is aromatic and brimming with robust flavours. They certainly don't do things by halves here! Ingredients are sourced as locally as possible with a preference for working with small producers. There is a 100% vegetarian surprise menu comprising five to seven courses – five or six at lunchtime (Sat-Sun). The home-made bread is extremely morish! Great selection of Swiss wines. The sleek, upscale interior has floor-to-ceiling windows that afford an impressive view of the valley!"
Skin's - the restaurant,"Dammweg 15b, Lenzburg, 5600, Switzerland","Lenzburg, Switzerland",€€€€,"Modern Cuisine, Creative",8.1736346,47.390711,41625116005,https://guide.michelin.com/en/aargau-region/lenzburg/restaurant/skin-s-the-restaurant,https://skins-restaurant.ch/,2 Stars,0,"Air conditioning,Car park","This restaurant is to be found on the upper floor of a former factory in a rather unlikely location not far from the railway station. The interior is chic and sophisticated; the open kitchen turns out modern dishes inspired by cuisines from around the world, but also by produce from Switzerland. The patisserie is a highlight! Professional and charming service. Tip: the clever alcohol-free drink pairings."
Einstein Gourmet,"Berneggstrasse 2, Sankt Gallen, 9000, Switzerland","Sankt Gallen, Switzerland",€€€€,"Creative, Modern Cuisine",9.375374,47.4215599,41712275555,https://guide.michelin.com/en/sankt-gallen-region/sankt-gallen/restaurant/einstein-gourmet,https://www.einstein.ch/de/,2 Stars,0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","On the fifth floor of the renowned Hotel Einstein, chefs Sebastian Zier and Richard Schmidtkonz present an international set menu, showcasing exceptional precision and culinary artistry. Over four to six courses, diners are treated to meticulously crafted compositions of impeccably sourced, top-notch ingredients. A prime example is the exquisite French duck breast – bursting with flavour and finesse, cooked to a perfect rosy hue, it offers a delightful contrast of tenderness and texture, complemented by harmonious roast aromas. If you would like a vegetarian alternative, it's best to mention it when you book. In the stylish dining space, the exceptional front-of-house team will attend to you with charm and a laid-back demeanour. When it comes to wine, you are in good hands with sommelier Loris Lenzo, who engages with diners in a relaxed yet professional manner. With 3 000 labels stored in an impressive vaulted wine cellar made of white Bordeaux limestone, he presents the big names as well as the odd hidden gem from Switzerland."
Maison Wenger,"Rue de la Gare 2, Le Noirmont, 2340, Switzerland","Le Noirmont, Switzerland",€€€€,"Modern French, French",6.9572319,47.2238496,41329576633,https://guide.michelin.com/en/jura/le-noirmont/restaurant/maison-wenger,https://www.maisonwenger.ch/,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","Take a drive through the picturesque landscape to this elegant restaurant in a small town in the canton of Jura. Jérémy Desbraux's classical cuisine is impressive – its depth of flavour packs a punch to the palate. There is a coherence to the dishes, with nothing feeling over-egged or contrived. Very pleasant and competent service; the wine recommendations are excellent. There are also guestrooms for an overnight stay."
Da Vittorio,"Via Johannes Badrutt 11, Saint Moritz, 7500, Switzerland","Saint Moritz, Switzerland",€€€€,Italian,9.8468053,46.4998838,41818367000,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/da-vittorio384903,https://carlton-stmoritz.ch/en/restaurants/da-vittorio-st-moritz,2 Stars,0,"Air conditioning,Car park,Interesting wine list","If you happen to be in St Moritz in the winter season, then take advantage of the opportunity to dine at the stylish yet cosy restaurant of the Carlton Hotel, in its serene location overlooking the lake. During the winter months, a fantastic kitchen team serves up precise and light Italian cuisine that steers clear of fuss and frills. The focus lies squarely on the produce that goes into the dishes. Some of the brilliantly prepared specialties from the parent restaurant in Brusaporto, Lombardy, make an appearance, including, of course, the signature pasta dish, paccheri alla Vittorio, but also many fish dishes, such as crudo d'Amare, raw fish and shellfish. Plus, an excellent front-of-house team: confident, charming and classy!"
La Brezza,"via Albarelle 16, Ascona, 6612, Switzerland","Ascona, Switzerland",€€€€,"Mediterranean Cuisine, Seasonal Cuisine",8.7728734,46.1507302,41917857171,https://guide.michelin.com/en/ticino/ascona/restaurant/la-brezza,https://edenroc.ch/,2 Stars,0,"Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access","Sitting on a terrace with stunning views amid the lush gardens of the Eden Roc hotel, enjoy skilled chef Marco Campanella’s expressive, intense and yet delicate cuisine which appeals to the eye and the palate alike. Prepared using carefully selected ingredients (many sourced locally), the menus are well-balanced and well-structured, while the wine list will more than satisfy connoisseurs."
IGNIV by Andreas Caminada,"Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland","Bad Ragaz, Switzerland",€€€€,Creative,9.5022986,47.0003991,41813033021,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/igniv-by-andreas-caminada,https://igniv.com/,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Wheelchair access","This stylish restaurant in a historical vaulted room inside the Grand Resort Bad Ragaz showcases a concept that was devised by none other than celebrated chef Andreas Caminada: an elaborate, creative ""fine dining sharing experience"". In keeping with the name (igniv is a Romansh word meaning ""nest""), the focus is on the well-being of guests and the pleasure of communal dining. First-rate ingredients are used to create a very special set menu, each course of which is made up of several small dishes – all designed for sharing. Shored up by a competent sommelier, the charming service team is second to none. The outstanding wine list features top-notch wines, often regional, that are available by the glass. Last but not least, the impressive Candy Store awaits you."
The Japanese Restaurant,"Gotthardstrasse 4, Andermatt, 6490, Switzerland","Andermatt, Switzerland",€€€€,"Japanese Contemporary, Fusion",8.5947275,46.6363781,41418887488,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-restaurant,https://www.thechediandermatt.com/,2 Stars,0,"Air conditioning,Interesting wine list,Notable sake list,Wheelchair access","In the sleek and stylish restaurant of luxury hotel The Chedi, at nearly 1 500m above sea level, Fabio Toffolon and his twin brother Dominik Sato are at the helm. Working with first-rate ingredients, they serve up an intriguing blend of Japanese cuisine and classic European influences – combining, for example, a classic beurre blanc with Asian flavours and premium-quality king crab. The highlight is the omakase menu, which has four to six courses. The focal point in the restaurant is the open kitchen – take some time to watch the chefs at work!"
La Table du Lausanne Palace,"Rue du Grand Chêne 7, Lausanne, 1002, Switzerland","Lausanne, Switzerland",€€€€,Modern French,6.6314453,46.5195779,41213313215,https://guide.michelin.com/en/vaud/lausanne/restaurant/la-table-du-lausanne-palace,http://www.lausanne-palace.ch/restaurants-bars/la-table-du-lausanne-palace/le-restaurant/,2 Stars,0,Great view,"The restaurant of this lavish and long-standing luxury hotel is run by husband-and-wife team Franck Pelux and Sarah Benahmed. The chef's cuisine is expressive and intense: petits pois à la française meet melt-in-the-mouth gnocchi with caviar; ""spring delight"" of roast turbot meunière; pistachio soufflé. The silky smooth service, both charming and laid back, underscores this luxurious setting and magnificent views over the lake."
L'Atelier Robuchon,"Quai Wilson 37, Geneva, 1201, Switzerland","Geneva, Switzerland",€€€€,French Contemporary,6.152408,46.2121299,41229013770,https://guide.michelin.com/en/geneve-region/geneve/restaurant/l-atelier-robuchon,https://www.oetkercollection.com/hotels/the-woodward/restaurants/latelier-robuchon/,2 Stars,0,"Air conditioning,Car park,Counter dining,Interesting wine list,Restaurant offering vegetarian menus","On the shores of Lake Geneva, luxury hotel The Woodward boasts a fine dining restaurant that is the epitome of elegance. In a space done out in warm dark wood and vivid reds, diners take their seats at high tables or at the counter affording interesting views into the open kitchen. Opt for the tasting menu (there is also a vegetarian set menu) or choose from the à la carte dishes. Service courtesy of a charming and highly attentive team!"
